Type,Date,Lat,Lng
Medic,9/17/2014,47.603982,-122.335586
fire,9/17/2014,47.606528,-122.336381
fire,9/17/2014,47.606835,-122.338197
Medic,9/17/2014,47.712305,-122.339596
fire,9/17/2014,47.609673,-122.342238
Medic,9/17/2014,47.626322,-122.348863
Medic,9/17/2014,47.617131,-122.348898
Medic,9/17/2014,47.624565,-122.34949
fire,9/17/2014,47.615328,-122.349815
Medic,9/17/2014,47.663588,-122.350023
fire,9/17/2014,47.521033,-122.355125
fire,9/17/2014,47.625452,-122.355397
fire,9/17/2014,47.625454,-122.356513
Medic,9/17/2014,47.644102,-122.360902
Medic,9/17/2014,47.543616,-122.3612
Medic,9/17/2014,47.553321,-122.362969
fire,9/17/2014,47.562888,-122.363361
Medic,9/17/2014,47.723401,-122.365003
fire,9/17/2014,47.683247,-122.372835
Medic,9/17/2014,47.526118,-122.378063
fire,9/17/2014,47.500314,-122.378899
Medic,9/17/2014,47.545436,-122.387209
fire,9/17/2014,47.67802,-122.387536
Medic,9/17/2014,47.648643,-122.394428
Medic,9/17/2014,47.577594,-122.399783
Medic,9/17/2015,47.50798,-122.253554
fire,9/17/2015,47.55199,-122.264702
Medic,9/17/2015,47.539808,-122.280789
fire,9/17/2015,47.554937,-122.282393
fire,9/17/2015,47.626867,-122.282629
Medic,9/17/2015,47.543199,-122.284278
Medic,9/17/2015,47.663663,-122.287086
Medic,9/17/2015,47.612931,-122.298806
fire,9/17/2015,47.661793,-122.29904
Medic,9/17/2015,47.614155,-122.302678
Medic,9/17/2015,47.732157,-122.308678
fire,9/17/2015,47.674764,-122.309552
Medic,9/17/2015,47.594356,-122.310367
Medic,9/17/2015,47.664884,-122.310756
Medic,9/17/2015,47.664884,-122.310756
fire,9/17/2015,47.594282,-122.316577
Medic,9/17/2015,47.612889,-122.316733
Medic,9/17/2015,47.612889,-122.316733
fire,9/17/2015,47.647823,-122.318404
Medic,9/17/2015,47.530499,-122.319116
Medic,9/17/2015,47.621076,-122.320892
Medic,9/17/2015,47.722934,-122.322969
fire,9/17/2015,47.614256,-122.32446
Medic,9/17/2015,47.606387,-122.32512
fire,9/17/2015,47.617738,-122.326511
Medic,9/17/2015,47.600033,-122.327303
Medic,9/17/2015,47.595804,-122.32761
Medic,9/17/2015,47.601721,-122.329021
Medic,9/17/2015,47.583975,-122.329969
Medic,9/17/2015,47.602172,-122.330863
Medic,9/17/2015,47.602813,-122.331449
Medic,9/17/2015,47.601311,-122.33161
Medic,9/17/2015,47.60739,-122.332564
fire,9/17/2015,47.60739,-122.332564
Medic,9/17/2015,47.617173,-122.333103
fire,9/17/2015,47.60641,-122.334739
fire,9/17/2015,47.605873,-122.335782
Medic,9/17/2015,47.611672,-122.336484
Medic,9/17/2015,47.610214,-122.336683
Medic,9/17/2015,47.602348,-122.337148
Medic,9/17/2015,47.612708,-122.337292
Medic,9/17/2015,47.611207,-122.337592
Medic,9/17/2015,47.608173,-122.33942
Medic,9/17/2015,47.608928,-122.341647
Medic,9/17/2015,47.705048,-122.34174
Medic,9/17/2015,47.610193,-122.342138
Medic,9/17/2015,47.611068,-122.342612
Medic,9/17/2015,47.611084,-122.342639
Medic,9/17/2015,47.636938,-122.344127
fire,9/17/2015,47.69057,-122.344522
Medic,9/17/2015,47.694186,-122.344565
fire,9/17/2015,47.580685,-122.352212
Medic,9/17/2015,47.708888,-122.355482
Medic,9/17/2015,47.569033,-122.355579
Medic,9/17/2015,47.633555,-122.358325
Medic,9/17/2015,47.535515,-122.36216
Medic,9/17/2015,47.661467,-122.368768
Medic,9/17/2015,47.662199,-122.370768
Medic,9/17/2015,47.566973,-122.372616
fire,9/17/2015,47.667834,-122.382118
fire,9/17/2015,47.560906,-122.386784
Medic,9/17/2015,47.68168,-122.393418
fire,9/17/2015,47.642053,-122.407305
fire,9/17/2015,47.577998,-122.414594
Medic,9/17/2016,47.692768,-122.270982
Medic,9/17/2016,47.512465,-122.271357
fire,9/17/2016,47.658412,-122.278895
Medic,9/17/2016,47.518381,-122.282436
Medic,9/17/2016,47.531006,-122.289878
fire,9/17/2016,47.675783,-122.290273
fire,9/17/2016,47.565198,-122.29367
Medic,9/17/2016,47.572163,-122.296173
Medic,9/17/2016,47.700245,-122.298846
Medic,9/17/2016,47.584234,-122.299024
Medic,9/17/2016,47.584234,-122.299024
Medic,9/17/2016,47.651083,-122.303907
Medic,9/17/2016,47.651083,-122.303907
Medic,9/17/2016,47.657419,-122.30972
Medic,9/17/2016,47.616443,-122.310151
Medic,9/17/2016,47.606176,-122.310249
Medic,9/17/2016,47.60368,-122.318103
Medic,9/17/2016,47.598348,-122.319644
fire,9/17/2016,47.708899,-122.320568
Medic,9/17/2016,47.621076,-122.320892
fire,9/17/2016,47.679478,-122.322726
fire,9/17/2016,47.679478,-122.322726
fire,9/17/2016,47.655529,-122.324564
Medic,9/17/2016,47.618497,-122.327854
Medic,9/17/2016,47.599968,-122.328965
Medic,9/17/2016,47.6069,-122.329051
fire,9/17/2016,47.608665,-122.329131
Medic,9/17/2016,47.617709,-122.330044
fire,9/17/2016,47.625085,-122.330691
Medic,9/17/2016,47.616269,-122.331298
Medic,9/17/2016,47.616945,-122.332718
Medic,9/17/2016,47.617173,-122.333103
fire,9/17/2016,47.592046,-122.334195
Medic,9/17/2016,47.600044,-122.334219
Medic,9/17/2016,47.612136,-122.335373
Medic,9/17/2016,47.60975,-122.337793
Medic,9/17/2016,47.701544,-122.339266
Medic,9/17/2016,47.608021,-122.339281
Medic,9/17/2016,47.608821,-122.340013
fire,9/17/2016,47.610972,-122.340465
Medic,9/17/2016,47.614788,-122.342952
fire,9/17/2016,47.62717,-122.34343
fire,9/17/2016,47.707165,-122.344729
Medic,9/17/2016,47.612716,-122.345399
Medic,9/17/2016,47.698722,-122.34715
Medic,9/17/2016,47.617316,-122.347229
Medic,9/17/2016,47.727791,-122.347725
fire,9/17/2016,47.728762,-122.347737
Medic,9/17/2016,47.614798,-122.348918
Medic,9/17/2016,47.614798,-122.348918
fire,9/17/2016,47.640784,-122.349467
Medic,9/17/2016,47.66288,-122.353974
Medic,9/17/2016,47.521033,-122.355386
Medic,9/17/2016,47.625452,-122.355397
Medic,9/17/2016,47.708888,-122.355482
fire,9/17/2016,47.719601,-122.355539
Medic,9/17/2016,47.651753,-122.364964
Medic,9/17/2016,47.627266,-122.365008
Medic,9/17/2016,47.627266,-122.365008
fire,9/17/2016,47.705233,-122.37408
fire,9/17/2016,47.519268,-122.375458
Medic,9/17/2016,47.562004,-122.380425
Medic,9/17/2016,47.685007,-122.385392
Medic,9/17/2016,47.544687,-122.385754
Medic,9/17/2016,47.580772,-122.386563
fire,9/17/2016,47.569181,-122.386768
Medic,9/17/2016,47.559187,-122.386834
Medic,9/17/2016,47.638833,-122.394367
fire,9/17/2016,47.67296,-122.406358
Medic,9/18/2014,47.496513,-122.26055
Medic,9/18/2014,47.516695,-122.263072
fire,9/18/2014,47.521595,-122.264225
Medic,9/18/2014,47.520114,-122.272516
Medic,9/18/2014,47.563889,-122.2828
fire,9/18/2014,47.538882,-122.284099
Medic,9/18/2014,47.564112,-122.286056
Medic,9/18/2014,47.609231,-122.287024
Medic,9/18/2014,47.690203,-122.290714
fire,9/18/2014,47.595745,-122.291412
Medic,9/18/2014,47.607996,-122.29572
Medic,9/18/2014,47.623133,-122.296697
fire,9/18/2014,47.53469,-122.29987
Medic,9/18/2014,47.597929,-122.299923
fire,9/18/2014,47.609421,-122.30892
fire,9/18/2014,47.661532,-122.309511
Medic,9/18/2014,47.601683,-122.311556
Medic,9/18/2014,47.663092,-122.313102
Medic,9/18/2014,47.61996,-122.313736
fire,9/18/2014,47.679606,-122.31442
fire,9/18/2014,47.613286,-122.316767
Medic,9/18/2014,47.605944,-122.31678
Medic,9/18/2014,47.708899,-122.320568
Medic,9/18/2014,47.587882,-122.321391
Medic,9/18/2014,47.699872,-122.324247
fire,9/18/2014,47.608682,-122.32454
fire,9/18/2014,47.59902,-122.325056
Medic,9/18/2014,47.615218,-122.326804
Medic,9/18/2014,47.601684,-122.327656
Medic,9/18/2014,47.525629,-122.327712
fire,9/18/2014,47.607231,-122.327818
Medic,9/18/2014,47.602985,-122.328535
Medic,9/18/2014,47.599197,-122.328955
Medic,9/18/2014,47.604413,-122.329842
fire,9/18/2014,47.554905,-122.330915
Medic,9/18/2014,47.624265,-122.334285
Medic,9/18/2014,47.615781,-122.334715
fire,9/18/2014,47.698678,-122.33505
Medic,9/18/2014,47.622041,-122.338456
Medic,9/18/2014,47.61245,-122.33853
fire,9/18/2014,47.608051,-122.339309
Medic,9/18/2014,47.610972,-122.340465
Medic,9/18/2014,47.723218,-122.348195
fire,9/18/2014,47.618576,-122.348925
Medic,9/18/2014,47.615391,-122.349498
fire,9/18/2014,47.705067,-122.349893
Medic,9/18/2014,47.612498,-122.350556
fire,9/18/2014,47.615025,-122.353269
fire,9/18/2014,47.725503,-122.355552
Medic,9/18/2014,47.522863,-122.359142
Medic,9/18/2014,47.67346,-122.360782
fire,9/18/2014,47.625174,-122.364534
Medic,9/18/2014,47.546167,-122.365625
Medic,9/18/2014,47.694497,-122.366015
fire,9/18/2014,47.685211,-122.376787
fire,9/18/2014,47.63325,-122.379565
Medic,9/18/2014,47.535642,-122.379647
Medic,9/18/2014,47.513395,-122.381823
Medic,9/18/2014,47.56247,-122.384135
Medic,9/18/2014,47.524827,-122.384984
Medic,9/18/2014,47.640012,-122.388988
Medic,9/18/2014,47.572111,-122.396337
Medic,9/18/2014,47.680289,-122.401087
fire,9/18/2015,47.516987,-122.255891
Medic,9/18/2015,47.539385,-122.264583
Medic,9/18/2015,47.519867,-122.268995
Medic,9/18/2015,47.532626,-122.272408
Medic,9/18/2015,47.531537,-122.280793
fire,9/18/2015,47.65575,-122.283957
Medic,9/18/2015,47.660871,-122.284752
Medic,9/18/2015,47.573442,-122.284892
Medic,9/18/2015,47.545081,-122.290317
fire,9/18/2015,47.567218,-122.290958
fire,9/18/2015,47.539424,-122.291018
Medic,9/18/2015,47.732409,-122.292388
fire,9/18/2015,47.583615,-122.295115
Medic,9/18/2015,47.599219,-122.296232
Medic,9/18/2015,47.623153,-122.296667
Medic,9/18/2015,47.579157,-122.298767
Medic,9/18/2015,47.601649,-122.302324
Medic,9/18/2015,47.707427,-122.302643
fire,9/18/2015,47.652097,-122.303329
Medic,9/18/2015,47.587231,-122.304902
Medic,9/18/2015,47.60617,-122.308942
fire,9/18/2015,47.686676,-122.310881
Medic,9/18/2015,47.609289,-122.311533
Medic,9/18/2015,47.59665,-122.311586
Medic,9/18/2015,47.666436,-122.313051
Medic,9/18/2015,47.623103,-122.313631
Medic,9/18/2015,47.599208,-122.314139
fire,9/18/2015,47.656241,-122.316305
fire,9/18/2015,47.65991,-122.316615
Medic,9/18/2015,47.597449,-122.317227
fire,9/18/2015,47.661775,-122.317464
Medic,9/18/2015,47.708899,-122.320568
fire,9/18/2015,47.65745,-122.322155
Medic,9/18/2015,47.634969,-122.325254
fire,9/18/2015,47.568044,-122.326729
Medic,9/18/2015,47.613011,-122.326948
Medic,9/18/2015,47.684282,-122.326972
Medic,9/18/2015,47.613037,-122.326981
Medic,9/18/2015,47.630597,-122.327645
Medic,9/18/2015,47.602985,-122.328535
fire,9/18/2015,47.67834,-122.32895
Medic,9/18/2015,47.618002,-122.329183
Medic,9/18/2015,47.617836,-122.329273
Medic,9/18/2015,47.61055,-122.329318
Medic,9/18/2015,47.600825,-122.330272
Medic,9/18/2015,47.612677,-122.331269
Medic,9/18/2015,47.703624,-122.333909
Medic,9/18/2015,47.602555,-122.334281
Medic,9/18/2015,47.615789,-122.336507
Medic,9/18/2015,47.685469,-122.339093
Medic,9/18/2015,47.608173,-122.33942
fire,9/18/2015,47.615317,-122.33988
Medic,9/18/2015,47.610972,-122.340465
fire,9/18/2015,47.648438,-122.344695
Medic,9/18/2015,47.614705,-122.344794
fire,9/18/2015,47.724816,-122.344995
Medic,9/18/2015,47.612716,-122.345399
Medic,9/18/2015,47.613416,-122.34646
fire,9/18/2015,47.618571,-122.347621
Medic,9/18/2015,47.730569,-122.347758
Medic,9/18/2015,47.732314,-122.350154
Medic,9/18/2015,47.533503,-122.350552
Medic,9/18/2015,47.625443,-122.352785
Medic,9/18/2015,47.696356,-122.355361
Medic,9/18/2015,47.652466,-122.355451
Medic,9/18/2015,47.52103,-122.358456
Medic,9/18/2015,47.630451,-122.359214
Medic,9/18/2015,47.546209,-122.361152
fire,9/18/2015,47.706939,-122.361846
Medic,9/18/2015,47.697867,-122.367016
Medic,9/18/2015,47.526476,-122.369987
fire,9/18/2015,47.667885,-122.370903
fire,9/18/2015,47.675953,-122.37406
fire,9/18/2015,47.548162,-122.376373
fire,9/18/2015,47.662207,-122.378302
Medic,9/18/2015,47.561944,-122.380504
Medic,9/18/2015,47.670909,-122.382124
Medic,9/18/2015,47.670909,-122.382124
Medic,9/18/2015,47.562472,-122.385455
Medic,9/18/2015,47.660465,-122.386356
fire,9/18/2015,47.551928,-122.387043
Medic,9/18/2015,47.687212,-122.387595
fire,9/18/2015,47.646916,-122.392907
Medic,9/18/2015,47.560539,-122.394887
Medic,9/18/2015,47.654056,-122.400899
fire,9/18/2016,47.536881,-122.267273
fire,9/18/2016,47.676029,-122.276884
fire,9/18/2016,47.631284,-122.282706
Medic,9/18/2016,47.560748,-122.287027
Medic,9/18/2016,47.560104,-122.288821
Medic,9/18/2016,47.571115,-122.28993
fire,9/18/2016,47.719585,-122.292729
Medic,9/18/2016,47.561674,-122.293783
fire,9/18/2016,47.721301,-122.294037
fire,9/18/2016,47.62441,-122.296608
Medic,9/18/2016,47.715614,-122.297401
Medic,9/18/2016,47.708409,-122.297938
fire,9/18/2016,47.642588,-122.302051
fire,9/18/2016,47.651083,-122.303907
fire,9/18/2016,47.625297,-122.304718
Medic,9/18/2016,47.68729,-122.305438
Medic,9/18/2016,47.624584,-122.308673
Medic,9/18/2016,47.733947,-122.312326
fire,9/18/2016,47.563242,-122.312741
fire,9/18/2016,47.625117,-122.32133
fire,9/18/2016,47.615321,-122.322132
fire,9/18/2016,47.60994,-122.3237
Medic,9/18/2016,47.595741,-122.325068
fire,9/18/2016,47.609343,-122.325128
Medic,9/18/2016,47.618896,-122.325288
fire,9/18/2016,47.601643,-122.327656
Medic,9/18/2016,47.702577,-122.328518
Medic,9/18/2016,47.726345,-122.32936
Medic,9/18/2016,47.600843,-122.330271
fire,9/18/2016,47.601718,-122.331581
Medic,9/18/2016,47.593397,-122.334193
Medic,9/18/2016,47.520679,-122.335803
Medic,9/18/2016,47.607763,-122.335976
Medic,9/18/2016,47.608939,-122.337052
Medic,9/18/2016,47.589965,-122.3376
Medic,9/18/2016,47.60975,-122.337793
Medic,9/18/2016,47.65478,-122.340085
fire,9/18/2016,47.612643,-122.343292
Medic,9/18/2016,47.705096,-122.344695
Medic,9/18/2016,47.705096,-122.344695
Medic,9/18/2016,47.730569,-122.347758
Medic,9/18/2016,47.664377,-122.350016
Medic,9/18/2016,47.690594,-122.35498
fire,9/18/2016,47.678454,-122.355318
Medic,9/18/2016,47.69622,-122.3567
Medic,9/18/2016,47.549955,-122.363012
Medic,9/18/2016,47.521023,-122.364548
Medic,9/18/2016,47.563314,-122.376192
Medic,9/18/2016,47.562257,-122.380093
fire,9/18/2016,47.670909,-122.38215
fire,9/18/2016,47.580917,-122.385184
Medic,9/18/2016,47.51737,-122.39286
Medic,9/18/2016,47.679482,-122.396048
Medic,9/18/2016,47.671656,-122.396186
Medic,9/18/2016,47.66754,-122.398314
fire,9/18/2016,47.645439,-122.416561
Medic,9/19/2014,47.507768,-122.251202
Medic,9/19/2014,47.515022,-122.258194
fire,9/19/2014,47.526127,-122.272548
Medic,9/19/2014,47.537032,-122.275224
fire,9/19/2014,47.699615,-122.276504
Medic,9/19/2014,47.66066,-122.281386
Medic,9/19/2014,47.533463,-122.282329
Medic,9/19/2014,47.538881,-122.284744
fire,9/19/2014,47.693088,-122.287612
Medic,9/19/2014,47.608833,-122.291515
Medic,9/19/2014,47.728288,-122.292152
fire,9/19/2014,47.719433,-122.29273
fire,9/19/2014,47.563567,-122.29522
Medic,9/19/2014,47.688463,-122.299554
Medic,9/19/2014,47.558329,-122.30035
fire,9/19/2014,47.575083,-122.303329
fire,9/19/2014,47.668699,-122.303894
Medic,9/19/2014,47.587733,-122.306158
fire,9/19/2014,47.650742,-122.308009
fire,9/19/2014,47.650743,-122.308014
Medic,9/19/2014,47.600659,-122.308964
Medic,9/19/2014,47.588414,-122.309467
fire,9/19/2014,47.615721,-122.310151
Medic,9/19/2014,47.706695,-122.311954
Medic,9/19/2014,47.549641,-122.312322
Medic,9/19/2014,47.620503,-122.312698
Medic,9/19/2014,47.617813,-122.31275
Medic,9/19/2014,47.617825,-122.315589
Medic,9/19/2014,47.619946,-122.315619
Medic,9/19/2014,47.711428,-122.316268
Medic,9/19/2014,47.59667,-122.32229
Medic,9/19/2014,47.529014,-122.322541
fire,9/19/2014,47.568047,-122.322673
Medic,9/19/2014,47.709488,-122.323301
Medic,9/19/2014,47.625118,-122.323467
fire,9/19/2014,47.685562,-122.324337
Medic,9/19/2014,47.59919,-122.324511
Medic,9/19/2014,47.653815,-122.324577
Medic,9/19/2014,47.708602,-122.324588
Medic,9/19/2014,47.604377,-122.325207
fire,9/19/2014,47.627316,-122.32538
Medic,9/19/2014,47.615219,-122.325518
Medic,9/19/2014,47.611348,-122.328514
Medic,9/19/2014,47.602985,-122.328535
fire,9/19/2014,47.599199,-122.33005
Medic,9/19/2014,47.573082,-122.331452
Medic,9/19/2014,47.619736,-122.331697
fire,9/19/2014,47.619877,-122.331698
Medic,9/19/2014,47.730795,-122.33589
Medic,9/19/2014,47.608756,-122.336885
fire,9/19/2014,47.608878,-122.336996
Medic,9/19/2014,47.610743,-122.338702
fire,9/19/2014,47.608051,-122.339309
Medic,9/19/2014,47.608081,-122.339337
Medic,9/19/2014,47.666672,-122.340089
Medic,9/19/2014,47.608966,-122.341682
Medic,9/19/2014,47.705048,-122.34174
Medic,9/19/2014,47.615463,-122.344093
Medic,9/19/2014,47.696359,-122.344319
Medic,9/19/2014,47.524663,-122.349297
fire,9/19/2014,47.617141,-122.352885
fire,9/19/2014,47.620961,-122.361282
Medic,9/19/2014,47.549959,-122.363012
fire,9/19/2014,47.533703,-122.365816
Medic,9/19/2014,47.697867,-122.367016
Medic,9/19/2014,47.675393,-122.376211
Medic,9/19/2014,47.671637,-122.382598
Medic,9/19/2014,47.673097,-122.3827
Medic,9/19/2014,47.56273,-122.382814
Medic,9/19/2014,47.588027,-122.386277
Medic,9/19/2014,47.571227,-122.386766
Medic,9/19/2014,47.553545,-122.38848
Medic,9/19/2014,47.526406,-122.392761
Medic,9/19/2014,47.562664,-122.396219
Medic,9/19/2014,47.57582,-122.404241
fire,9/19/2014,47.673229,-122.404596
fire,9/19/2015,47.675958,-122.261437
fire,9/19/2015,47.633523,-122.277157
Medic,9/19/2015,47.698362,-122.288986
fire,9/19/2015,47.687068,-122.289555
Medic,9/19/2015,47.721346,-122.294014
Medic,9/19/2015,47.579157,-122.298767
Medic,9/19/2015,47.726533,-122.298929
Medic,9/19/2015,47.584234,-122.299024
Medic,9/19/2015,47.55593,-122.29921
fire,9/19/2015,47.617882,-122.302573
fire,9/19/2015,47.639676,-122.307263
Medic,9/19/2015,47.663392,-122.308349
fire,9/19/2015,47.678041,-122.309833
Medic,9/19/2015,47.606176,-122.310249
Medic,9/19/2015,47.594329,-122.311759
Medic,9/19/2015,47.664971,-122.311936
Medic,9/19/2015,47.606628,-122.312857
fire,9/19/2015,47.606651,-122.314162
Medic,9/19/2015,47.581689,-122.314712
Medic,9/19/2015,47.523814,-122.314954
fire,9/19/2015,47.652549,-122.316507
fire,9/19/2015,47.613236,-122.316762
Medic,9/19/2015,47.694009,-122.317049
Medic,9/19/2015,47.726699,-122.317972
Medic,9/19/2015,47.585257,-122.321394
Medic,9/19/2015,47.618733,-122.322187
Medic,9/19/2015,47.568047,-122.322673
Medic,9/19/2015,47.528165,-122.322887
Medic,9/19/2015,47.595741,-122.325068
fire,9/19/2015,47.60171,-122.326351
fire,9/19/2015,47.551851,-122.326864
Medic,9/19/2015,47.60534,-122.327624
Medic,9/19/2015,47.544767,-122.328391
Medic,9/19/2015,47.602985,-122.328535
Medic,9/19/2015,47.602985,-122.328535
Medic,9/19/2015,47.604876,-122.328734
Medic,9/19/2015,47.626221,-122.329198
Medic,9/19/2015,47.603333,-122.330278
Medic,9/19/2015,47.603333,-122.330278
fire,9/19/2015,47.602114,-122.330809
fire,9/19/2015,47.601718,-122.331581
Medic,9/19/2015,47.694826,-122.332503
fire,9/19/2015,47.613069,-122.333142
Medic,9/19/2015,47.600874,-122.334182
Medic,9/19/2015,47.610743,-122.338702
fire,9/19/2015,47.70542,-122.340654
Medic,9/19/2015,47.625403,-122.342342
Medic,9/19/2015,47.657086,-122.342356
fire,9/19/2015,47.631409,-122.344911
Medic,9/19/2015,47.716059,-122.349427
fire,9/19/2015,47.617718,-122.34989
Medic,9/19/2015,47.665041,-122.350003
Medic,9/19/2015,47.665,-122.350003
fire,9/19/2015,47.636628,-122.35074
Medic,9/19/2015,47.618412,-122.355206
Medic,9/19/2015,47.721589,-122.355543
Medic,9/19/2015,47.631481,-122.356594
Medic,9/19/2015,47.518816,-122.359186
fire,9/19/2015,47.559228,-122.364233
Medic,9/19/2015,47.52828,-122.365857
Medic,9/19/2015,47.689312,-122.36727
Medic,9/19/2015,47.518457,-122.367275
fire,9/19/2015,47.679688,-122.368327
Medic,9/19/2015,47.53167,-122.373923
Medic,9/19/2015,47.636719,-122.376141
fire,9/19/2015,47.633499,-122.376195
Medic,9/19/2015,47.558988,-122.376234
Medic,9/19/2015,47.685119,-122.376786
Medic,9/19/2015,47.579205,-122.377005
Medic,9/19/2015,47.64756,-122.37887
Medic,9/19/2015,47.670175,-122.378984
Medic,9/19/2015,47.517446,-122.384856
fire,9/19/2015,47.509776,-122.38575
fire,9/19/2016,47.673739,-122.263546
Medic,9/19/2016,47.521679,-122.264284
Medic,9/19/2016,47.5233,-122.267314
fire,9/19/2016,47.672148,-122.280768
Medic,9/19/2016,47.546018,-122.283106
Medic,9/19/2016,47.676012,-122.284911
fire,9/19/2016,47.553453,-122.29035
fire,9/19/2016,47.600283,-122.29651
Medic,9/19/2016,47.596755,-122.299957
Medic,9/19/2016,47.626859,-122.308643
fire,9/19/2016,47.650205,-122.310398
Medic,9/19/2016,47.616446,-122.311456
fire,9/19/2016,47.591395,-122.312698
fire,9/19/2016,47.580544,-122.313367
fire,9/19/2016,47.580544,-122.313367
Medic,9/19/2016,47.593834,-122.317281
Medic,9/19/2016,47.610734,-122.321799
Medic,9/19/2016,47.658968,-122.324071
Medic,9/19/2016,47.614256,-122.32446
Medic,9/19/2016,47.597453,-122.325062
fire,9/19/2016,47.605672,-122.328492
fire,9/19/2016,47.608796,-122.329251
Medic,9/19/2016,47.604413,-122.329842
Medic,9/19/2016,47.600194,-122.330541
Medic,9/19/2016,47.602172,-122.330863
Medic,9/19/2016,47.602172,-122.330863
Medic,9/19/2016,47.649905,-122.331329
fire,9/19/2016,47.620814,-122.332852
Medic,9/19/2016,47.603085,-122.333232
fire,9/19/2016,47.611611,-122.333343
Medic,9/19/2016,47.592046,-122.334195
Medic,9/19/2016,47.592046,-122.334195
fire,9/19/2016,47.603393,-122.335048
Medic,9/19/2016,47.521244,-122.336301
Medic,9/19/2016,47.601718,-122.336582
Medic,9/19/2016,47.58831,-122.338441
Medic,9/19/2016,47.609819,-122.340911
Medic,9/19/2016,47.612578,-122.341197
Medic,9/19/2016,47.632284,-122.34353
fire,9/19/2016,47.684768,-122.344492
Medic,9/19/2016,47.649847,-122.344754
fire,9/19/2016,47.618668,-122.345006
Medic,9/19/2016,47.685494,-122.346804
Medic,9/19/2016,47.627964,-122.351188
Medic,9/19/2016,47.535494,-122.355217
Medic,9/19/2016,47.624659,-122.355403
Medic,9/19/2016,47.697845,-122.35818
Medic,9/19/2016,47.566286,-122.359018
Medic,9/19/2016,47.626735,-122.363783
Medic,9/19/2016,47.656068,-122.373546
fire,9/19/2016,47.546215,-122.375056
fire,9/19/2016,47.563869,-122.376191
Medic,9/19/2016,47.666264,-122.378887
Medic,9/19/2016,47.667955,-122.382131
Medic,9/19/2016,47.66749,-122.383093
Medic,9/19/2016,47.633031,-122.394468
Medic,9/19/2016,47.659205,-122.394965
Medic,9/19/2016,47.648915,-122.403612
Medic,9/2/2014,47.548785,-122.276963
Medic,9/2/2014,47.535215,-122.279053
Medic,9/2/2014,47.53499,-122.28188
fire,9/2/2014,47.671197,-122.284664
fire,9/2/2014,47.717331,-122.289297
Medic,9/2/2014,47.730248,-122.293789
Medic,9/2/2014,47.572163,-122.296173
Medic,9/2/2014,47.614125,-122.297234
Medic,9/2/2014,47.708414,-122.299074
Medic,9/2/2014,47.588375,-122.302594
Medic,9/2/2014,47.599258,-122.305807
Medic,9/2/2014,47.727168,-122.312018
Medic,9/2/2014,47.652976,-122.312464
fire,9/2/2014,47.658308,-122.312639
Medic,9/2/2014,47.659897,-122.315479
Medic,9/2/2014,47.615254,-122.318159
Medic,9/2/2014,47.616529,-122.31818
Medic,9/2/2014,47.601488,-122.319578
Medic,9/2/2014,47.698579,-122.319923
Medic,9/2/2014,47.708899,-122.320568
Medic,9/2/2014,47.708899,-122.320568
Medic,9/2/2014,47.608073,-122.320755
Medic,9/2/2014,47.608621,-122.320756
Medic,9/2/2014,47.675867,-122.321852
Medic,9/2/2014,47.709488,-122.323301
fire,9/2/2014,47.661339,-122.324036
Medic,9/2/2014,47.632255,-122.326071
Medic,9/2/2014,47.613037,-122.326981
fire,9/2/2014,47.67834,-122.32895
fire,9/2/2014,47.611543,-122.330225
Medic,9/2/2014,47.602769,-122.331409
Medic,9/2/2014,47.60739,-122.332564
Medic,9/2/2014,47.66868,-122.332915
Medic,9/2/2014,47.623222,-122.333001
Medic,9/2/2014,47.575297,-122.334203
Medic,9/2/2014,47.538065,-122.334338
Medic,9/2/2014,47.609827,-122.334796
fire,9/2/2014,47.601722,-122.335406
fire,9/2/2014,47.706854,-122.336093
Medic,9/2/2014,47.712305,-122.339596
fire,9/2/2014,47.630268,-122.341001
fire,9/2/2014,47.609673,-122.342238
Medic,9/2/2014,47.610321,-122.343637
Medic,9/2/2014,47.688389,-122.344511
fire,9/2/2014,47.705051,-122.344694
fire,9/2/2014,47.72467,-122.344993
Medic,9/2/2014,47.644371,-122.346913
fire,9/2/2014,47.732314,-122.350154
Medic,9/2/2014,47.710586,-122.351506
Medic,9/2/2014,47.533685,-122.354063
fire,9/2/2014,47.720005,-122.35554
Medic,9/2/2014,47.723436,-122.355547
fire,9/2/2014,47.618869,-122.356754
Medic,9/2/2014,47.627192,-122.356823
Medic,9/2/2014,47.639596,-122.357117
Medic,9/2/2014,47.546466,-122.359717
Medic,9/2/2014,47.623717,-122.360635
fire,9/2/2014,47.624024,-122.364513
Medic,9/2/2014,47.661467,-122.368616
Medic,9/2/2014,47.676145,-122.369781
Medic,9/2/2014,47.672395,-122.37358
Medic,9/2/2014,47.675275,-122.374218
Medic,9/2/2014,47.544573,-122.376448
Medic,9/2/2014,47.52107,-122.376761
Medic,9/2/2014,47.561081,-122.378956
Medic,9/2/2014,47.650355,-122.38199
Medic,9/2/2014,47.668015,-122.383712
Medic,9/2/2014,47.542114,-122.387245
Medic,9/2/2014,47.66946,-122.390269
fire,9/2/2014,47.656434,-122.391087
Medic,9/2/2014,47.53156,-122.391563
Medic,9/2/2014,47.538035,-122.393211
Medic,9/2/2014,47.523194,-122.393362
Medic,9/2/2014,47.564632,-122.393463
Medic,9/2/2014,47.578854,-122.40935
